date,customerID,productID,payment,amount,price,cost,category
2017-06-03,13544,51943,credit card,3,652.13,376.21,specialty
2017-08-22,32056,27410,credit card,2,240.23,84.42,specialty
2017-03-08,92579,27188,paypal,1,574.61,339.91,emergency
2017-08-21,17083,27188,paypal,2,574.61,339.91,emergency
2017-05-13,81638,85702,credit card,2,326.84,168.31,emergency
2017-03-24,88618,25031,credit card,2,548.78,226.66,emergency
2017-09-22,87367,29552,cash,3,319.41,124.27,emergency
2017-10-10,26694,91230,cash,3,703.77,408.07,emergency
2017-09-24,64350,89266,paypal,1,786.91,339.3,specialty
2017-02-12,52937,82560,cash,1,658.88,330.44,emergency
2017-06-28,76688,8632,credit card,3,561.63,270.51,emergency
2017-09-26,50789,89266,cash,2,786.91,339.3,specialty
2017-08-03,80844,34413,cash,1,29.8,15.34,emergency
2017-08-06,34499,25031,paypal,3,548.78,226.66,emergency
2017-02-26,26276,25031,paypal,2,548.78,226.66,emergency
2017-10-24,7901,24221,cash,3,933.45,291.74,specialty
2017-03-28,44531,27410,paypal,3,240.23,84.42,specialty
2017-07-12,48769,55593,credit card,1,73.52,35.49,emergency
2017-04-20,74834,32738,paypal,1,343.38,105.14,emergency
2017-10-23,32056,47613,credit card,3,289.03,114.52,specialty
2017-08-14,24221,11138,cash,2,17.45,10.41,emergency
2017-07-01,73955,96506,paypal,2,262.78,100.68,emergency
2017-06-15,5795,32310,paypal,3,451.42,139.76,emergency
2017-01-24,74834,25426,cash,1,146.15,75.92,emergency
2017-02-21,9520,2002,cash,2,799.99,407.3,emergency
2017-02-21,51374,27188,paypal,2,574.61,339.91,emergency
2017-08-25,41174,88698,cash,3,29.54,10.35,specialty
2017-05-20,47751,96506,credit card,2,262.78,100.68,emergency
2017-02-12,92556,34082,paypal,1,40.67,12.21,specialty
2017-12-27,30094,27578,cash,3,458.31,269.8,emergency
2017-07-29,68328,81136,credit card,3,45.9,23.98,emergency
2017-12-13,32056,25031,cash,3,548.78,226.66,emergency
2017-04-14,92387,50304,cash,2,95.66,30.34,specialty
2017-03-11,6709,99445,credit card,1,74.29,28.26,specialty
2017-01-20,3802,51943,paypal,2,652.13,376.21,specialty
2017-09-04,29892,10130,credit card,2,767.88,417.93,specialty
2017-10-14,78246,96001,credit card,1,635.86,320.37,specialty
2017-01-15,85027,99445,cash,1,74.29,28.26,specialty
2017-03-28,56078,78934,paypal,2,586.96,264.75,specialty
2017-01-10,84186,40784,cash,3,125.79,47.53,specialty
2017-09-26,64039,8403,credit card,3,560.74,234.89,emergency
2017-01-23,90231,22538,credit card,2,445.45,182.46,specialty
2017-06-25,34875,82560,cash,3,658.88,330.44,emergency
2017-04-15,86364,72230,credit card,3,465.78,174.91,emergency
2017-06-28,13544,76290,paypal,1,692.84,382.05,emergency
2017-07-24,43613,27578,paypal,1,458.31,269.8,emergency
2017-05-09,1996,32310,paypal,1,451.42,139.76,emergency
2017-03-26,63349,17731,credit card,2,719.5,404.38,specialty
2017-08-10,5094,10130,paypal,1,767.88,417.93,specialty
2017-03-19,20325,81136,cash,3,45.9,23.98,emergency
2017-03-02,78762,8632,paypal,3,561.63,270.51,emergency
2017-09-07,93017,27578,credit card,1,458.31,269.8,emergency
2017-01-03,38523,51943,paypal,2,652.13,376.21,specialty
2017-11-30,29389,99445,cash,3,74.29,28.26,specialty
2017-11-23,51203,75775,cash,1,550.33,298.61,specialty
2017-08-18,15388,96506,credit card,1,262.78,100.68,emergency
2017-12-28,39151,96506,paypal,2,262.78,100.68,emergency
2017-05-30,79215,15918,cash,2,175.76,87.34,specialty
2017-04-15,15477,17731,credit card,1,719.5,404.38,specialty
2017-08-20,43967,91230,cash,3,703.77,408.07,emergency
2017-10-09,19296,9947,cash,3,919.18,506.98,specialty
2017-12-16,16996,8403,paypal,3,560.74,234.89,emergency
2017-09-29,15844,18541,cash,2,393.71,128.61,emergency
2017-11-13,34081,27410,paypal,2,240.23,84.42,specialty
2017-06-25,30750,75593,paypal,1,23.5,10.06,specialty
2017-06-08,29909,89266,cash,2,786.91,339.3,specialty
2017-09-23,70215,81136,paypal,2,45.9,23.98,emergency
2017-01-29,19504,75775,paypal,3,550.33,298.61,specialty
2017-10-09,4733,70159,paypal,2,905.96,345.4,emergency
2017-04-15,13582,8403,cash,2,560.74,234.89,emergency
2017-10-17,44522,87212,credit card,2,694.73,364.1,specialty
2017-07-28,90383,72230,cash,2,465.78,174.91,emergency
2017-06-16,74834,72114,credit card,2,257.33,96.49,specialty
2017-04-11,29260,13013,paypal,1,373.37,123.44,specialty
2017-04-05,11337,72114,cash,3,257.33,96.49,specialty
2017-04-12,24218,62077,cash,2,704.49,246.24,specialty
2017-03-22,67477,72114,credit card,1,257.33,96.49,specialty
2017-03-04,13614,82560,cash,3,658.88,330.44,emergency
2017-12-08,15769,8632,credit card,1,561.63,270.51,emergency
2017-09-02,39188,50304,paypal,3,95.66,30.34,specialty
2017-06-16,19284,79954,cash,3,106.01,47.34,emergency
2017-03-12,11643,28440,paypal,3,415.08,214.57,emergency
2017-12-23,86965,86064,cash,1,589.82,185,emergency
2017-01-01,28025,37269,credit card,1,93.61,50.52,emergency
2017-06-18,8524,91230,cash,1,703.77,408.07,emergency
2017-05-09,92782,60974,cash,1,866.72,290.78,specialty
2017-07-10,68555,9947,paypal,2,919.18,506.98,specialty
2017-02-26,90007,78934,paypal,3,586.96,264.75,specialty
2017-07-25,76025,34082,paypal,2,40.67,12.21,specialty
2017-08-23,70252,34082,paypal,1,40.67,12.21,specialty
2017-10-31,81289,89266,credit card,2,786.91,339.3,specialty
2017-09-24,40196,70159,cash,3,905.96,345.4,emergency
2017-08-22,2580,24221,cash,3,933.45,291.74,specialty
2017-12-30,56379,25031,paypal,1,548.78,226.66,emergency
2017-01-13,10857,7234,cash,3,351.14,171.11,specialty
2017-01-29,13024,86205,credit card,2,284.07,132.35,emergency
2017-05-11,39151,8632,credit card,1,561.63,270.51,emergency
2017-04-11,2719,10130,credit card,2,767.88,417.93,specialty
2017-07-28,41174,25031,paypal,1,548.78,226.66,emergency
2017-07-14,42994,79954,paypal,3,106.01,47.34,emergency
2017-07-14,1125,9947,paypal,3,919.18,506.98,specialty
2017-10-12,33752,76290,cash,1,692.84,382.05,emergency
2017-04-15,29260,9072,cash,3,97.04,43.04,emergency
2017-06-04,85419,27578,paypal,1,458.31,269.8,emergency
2017-06-23,35438,15918,paypal,3,175.76,87.34,specialty
2017-10-24,31647,62077,paypal,3,704.49,246.24,specialty
2017-03-01,15844,34719,cash,1,176.03,76.99,emergency
2017-04-30,35434,9947,cash,3,919.18,506.98,specialty
2017-11-22,58443,9947,paypal,1,919.18,506.98,specialty
2017-09-07,71221,86205,credit card,2,284.07,132.35,emergency
2017-10-13,48544,15847,cash,2,207.94,84.67,emergency
2017-04-08,24857,43446,paypal,1,879.47,-99,emergency
2017-03-06,6945,15918,cash,2,175.76,87.34,specialty
2017-12-08,15791,76290,credit card,1,692.84,382.05,emergency
2017-02-06,64696,86205,cash,3,284.07,132.35,emergency
2017-08-01,45059,70159,cash,1,905.96,345.4,emergency
2017-05-25,53396,28088,cash,3,697.08,386.5,specialty
2017-12-25,83583,61070,cash,3,942.04,496.72,specialty
2017-06-05,23210,15918,cash,2,175.76,87.34,specialty
2017-09-19,20221,51943,paypal,1,652.13,376.21,specialty
2017-05-12,15477,28440,cash,2,415.08,214.57,emergency
2017-08-20,79707,50304,paypal,1,95.66,30.34,specialty
2017-05-26,35438,2002,cash,1,799.99,407.3,emergency
2017-11-07,40068,15918,paypal,1,175.76,87.34,specialty
2017-06-30,43932,34719,paypal,1,176.03,76.99,emergency
2017-05-08,38985,10130,cash,1,767.88,417.93,specialty
2017-06-19,40068,28088,credit card,1,697.08,386.5,specialty
2017-05-01,10074,89266,cash,1,786.91,339.3,specialty
2017-06-25,24207,61070,cash,1,942.04,496.72,specialty
2017-04-04,85471,51943,credit card,2,652.13,376.21,specialty
2017-08-03,45032,81165,paypal,1,700.72,387.72,emergency
2017-10-28,16326,15918,cash,2,175.76,87.34,specialty
2017-05-21,9372,91230,credit card,3,703.77,408.07,emergency
2017-10-18,97036,47613,paypal,3,289.03,114.52,specialty
2017-07-14,3516,17731,paypal,2,719.5,404.38,specialty
2017-08-21,45175,32310,paypal,1,451.42,139.76,emergency
2017-07-11,10857,34082,paypal,3,40.67,12.21,specialty
2017-02-25,15219,96001,credit card,1,635.86,320.37,specialty
2017-05-10,70252,37269,credit card,2,93.61,50.52,emergency
2017-01-14,7872,27410,paypal,2,240.23,84.42,specialty
2017-01-17,40747,79954,paypal,3,106.01,47.34,emergency
2017-06-29,4682,16224,cash,1,85.77,36.61,specialty
2017-12-05,19308,15918,cash,2,175.76,87.34,specialty
2017-08-31,80542,17731,paypal,2,719.5,404.38,specialty
2017-06-09,17839,8403,cash,3,560.74,234.89,emergency
2017-12-11,6073,34082,cash,1,40.67,12.21,specialty
2017-03-30,37932,9072,paypal,3,97.04,43.04,emergency
2017-06-15,25229,32310,paypal,2,451.42,139.76,emergency
2017-05-19,3415,27578,cash,2,458.31,269.8,emergency
2017-11-08,52575,72230,credit card,2,465.78,174.91,emergency
2017-07-29,46745,29656,paypal,1,76.76,45.74,emergency
2017-11-14,79567,25031,cash,3,548.78,226.66,emergency
2017-03-12,44468,72114,cash,3,257.33,96.49,specialty
2017-11-18,77871,17731,paypal,3,719.5,404.38,specialty
2017-01-06,55742,24221,paypal,3,933.45,291.74,specialty
2017-09-24,1996,11138,credit card,2,17.45,10.41,emergency
2017-10-03,80351,76290,credit card,1,692.84,382.05,emergency
2017-10-21,17695,11138,credit card,1,17.45,10.41,emergency
2017-06-18,63616,40784,credit card,3,125.79,47.53,specialty
2017-11-08,99450,91230,cash,1,703.77,408.07,emergency
2017-06-26,81633,2002,paypal,3,799.99,407.3,emergency
2017-10-28,45032,72114,credit card,2,257.33,96.49,specialty
2017-07-09,88364,61070,credit card,1,942.04,496.72,specialty
2017-05-26,20974,2002,credit card,1,799.99,407.3,emergency
2017-06-21,92252,89266,paypal,3,786.91,339.3,specialty
2017-11-16,35010,89266,paypal,1,786.91,339.3,specialty
2017-10-22,66759,61070,cash,3,942.04,496.72,specialty
2017-09-04,75696,13013,credit card,2,373.37,123.44,specialty
2017-09-05,41174,27188,cash,3,574.61,339.91,emergency
2017-09-06,63906,47613,credit card,3,289.03,114.52,specialty
2017-04-01,12211,32738,credit card,1,343.38,105.14,emergency
2017-09-02,73660,28440,cash,1,415.08,214.57,emergency
2017-03-03,44953,28088,credit card,2,697.08,386.5,specialty
2017-02-28,13582,86064,paypal,3,589.82,185,emergency
2017-05-25,35799,81165,credit card,2,700.72,387.72,emergency
2017-06-15,9372,17731,paypal,3,719.5,404.38,specialty
2017-01-01,85997,88698,paypal,3,29.54,10.35,specialty
2017-03-26,69946,88698,paypal,2,29.54,10.35,specialty
2017-10-14,42191,78934,paypal,1,586.96,264.75,specialty
2017-03-04,45175,47613,cash,2,289.03,114.52,specialty
2017-03-29,45885,78934,credit card,1,586.96,264.75,specialty
2017-08-29,91370,79954,paypal,1,106.01,47.34,emergency
2017-06-20,8554,13013,cash,1,373.37,123.44,specialty
2017-01-04,95963,8632,cash,1,561.63,270.51,emergency
2017-11-21,93142,88698,cash,2,29.54,10.35,specialty
2017-02-12,25933,8632,credit card,1,561.63,270.51,emergency
2017-07-22,30458,32738,credit card,2,343.38,105.14,emergency
2017-12-25,34499,81136,paypal,3,45.9,23.98,emergency
2017-02-27,96741,16224,credit card,1,85.77,36.61,specialty
2017-01-03,39322,70159,credit card,1,905.96,345.4,emergency
2017-06-25,67830,25426,cash,3,146.15,75.92,emergency
2017-05-27,12254,40784,paypal,1,125.79,47.53,specialty
2017-03-31,59310,24221,paypal,1,933.45,291.74,specialty
2017-12-24,91198,82560,credit card,3,658.88,330.44,emergency
2017-12-09,45033,28088,paypal,2,697.08,386.5,specialty
2017-12-16,15689,27578,paypal,2,458.31,269.8,emergency
2017-03-26,95556,34082,cash,2,40.67,12.21,specialty
2017-06-26,45059,18541,cash,3,393.71,128.61,emergency
2017-07-09,14372,82560,cash,2,658.88,330.44,emergency
2017-10-19,89871,54910,paypal,2,312.72,184.77,specialty
2017-06-13,16996,18541,credit card,1,393.71,128.61,emergency
2017-10-21,74834,28440,credit card,1,415.08,214.57,emergency
2017-02-28,99138,29656,credit card,2,76.76,45.74,emergency
2017-08-29,24715,43446,paypal,2,879.47,-99,emergency
2017-03-30,92882,22538,cash,2,445.45,182.46,specialty
2017-09-09,56379,27578,cash,2,458.31,269.8,emergency
2017-03-02,83815,11138,cash,3,17.45,10.41,emergency
2017-02-15,82543,27410,paypal,2,240.23,84.42,specialty
2017-07-01,63692,55593,paypal,3,73.52,35.49,emergency
2017-08-25,21581,15918,credit card,2,175.76,87.34,specialty
2017-08-16,19284,61070,paypal,1,942.04,496.72,specialty
2017-01-30,35777,99445,paypal,2,74.29,28.26,specialty
2017-06-28,53830,17731,cash,2,719.5,404.38,specialty
2017-09-15,67570,96506,paypal,2,262.78,100.68,emergency
2017-08-01,94391,25031,credit card,1,548.78,226.66,emergency
2017-07-24,94843,75593,paypal,1,23.5,10.06,specialty
2017-12-08,17358,91230,cash,3,703.77,408.07,emergency
2017-06-14,24205,72230,cash,2,465.78,174.91,emergency
2017-10-20,43722,15918,credit card,3,175.76,87.34,specialty
2017-03-07,35461,28088,credit card,3,697.08,386.5,specialty
2017-11-23,47520,75593,credit card,2,23.5,10.06,specialty
2017-02-21,83043,16224,paypal,2,85.77,36.61,specialty
2017-09-20,65904,28088,cash,2,697.08,386.5,specialty
2017-01-25,48460,9947,paypal,1,919.18,506.98,specialty
2017-09-18,40068,75593,cash,2,23.5,10.06,specialty
2017-07-23,53334,8632,credit card,3,561.63,270.51,emergency
2017-04-06,76025,16224,cash,3,85.77,36.61,specialty
2017-02-24,76822,11138,credit card,2,17.45,10.41,emergency
2017-08-08,56375,88698,paypal,2,29.54,10.35,specialty
2017-04-29,15156,70159,credit card,2,905.96,345.4,emergency
2017-12-16,24715,85702,credit card,3,326.84,168.31,emergency
2017-04-04,4682,54910,credit card,2,312.72,184.77,specialty
2017-10-11,49480,91230,credit card,3,703.77,408.07,emergency
2017-01-10,31647,15847,credit card,2,207.94,84.67,emergency
2017-11-18,60967,82560,cash,1,658.88,330.44,emergency
2017-05-25,31188,28440,cash,3,415.08,214.57,emergency
2017-01-18,15844,7234,cash,3,351.14,171.11,specialty
2017-06-25,47520,15847,credit card,2,207.94,84.67,emergency
2017-08-05,49746,43446,cash,2,879.47,-99,emergency
2017-04-28,25229,85702,cash,1,326.84,168.31,emergency
2017-10-28,89900,25031,paypal,3,548.78,226.66,emergency
2017-09-05,17715,15918,credit card,1,175.76,87.34,specialty
2017-10-10,23090,60230,cash,2,237.78,96.54,specialty
2017-04-05,54569,11138,credit card,3,17.45,10.41,emergency
2017-09-22,63467,24221,paypal,3,933.45,291.74,specialty
2017-09-20,70991,32738,credit card,1,343.38,105.14,emergency
2017-01-18,59310,15918,credit card,2,175.76,87.34,specialty
2017-12-24,37866,43446,paypal,2,879.47,-99,emergency
2017-02-04,79215,13013,credit card,2,373.37,123.44,specialty
2017-01-13,99501,86064,cash,2,589.82,185,emergency
2017-01-07,71651,10130,paypal,2,767.88,417.93,specialty
2017-09-27,98388,87212,cash,2,694.73,364.1,specialty
2017-12-27,8874,13013,cash,3,373.37,123.44,specialty
2017-03-24,18305,28088,paypal,2,697.08,386.5,specialty
2017-08-08,85091,43446,paypal,2,879.47,-99,emergency
2017-09-01,69141,7234,cash,3,351.14,171.11,specialty
2017-01-09,37265,79954,paypal,1,106.01,47.34,emergency
2017-01-06,75570,54910,credit card,3,312.72,184.77,specialty
2017-02-26,35586,54910,cash,2,312.72,184.77,specialty
2017-09-19,85997,34719,cash,1,176.03,76.99,emergency
2017-08-10,20974,82560,credit card,1,658.88,330.44,emergency
2017-05-07,85419,87212,credit card,3,694.73,364.1,specialty
2017-07-03,19687,87212,cash,3,694.73,364.1,specialty
2017-09-22,89184,10130,cash,2,767.88,417.93,specialty
2017-06-22,93576,34413,credit card,1,29.8,15.34,emergency
2017-02-04,25229,34413,paypal,1,29.8,15.34,emergency
2017-01-23,63190,22538,cash,3,445.45,182.46,specialty
2017-07-31,16136,43446,paypal,1,879.47,-99,emergency
2017-03-27,13544,85702,credit card,3,326.84,168.31,emergency
2017-01-30,79853,10130,credit card,3,767.88,417.93,specialty
2017-05-21,93282,32310,cash,1,451.42,139.76,emergency
2017-03-02,63467,86064,credit card,3,589.82,185,emergency
2017-10-03,4698,75775,credit card,1,550.33,298.61,specialty
2017-01-18,25984,96001,cash,1,635.86,320.37,specialty
2017-02-09,78288,62077,cash,3,704.49,246.24,specialty
2017-10-19,39095,15918,cash,3,175.76,87.34,specialty
2017-03-15,26694,42029,cash,3,920.94,543.9,emergency
2017-11-11,71659,8632,credit card,3,561.63,270.51,emergency
2017-05-05,40847,28440,paypal,1,415.08,214.57,emergency
2017-09-18,65904,96506,credit card,2,262.78,100.68,emergency
2017-11-27,89339,62077,paypal,2,704.49,246.24,specialty
2017-06-02,3415,16224,credit card,1,85.77,36.61,specialty
2017-01-18,80823,37524,credit card,2,448.03,177.37,emergency
2017-12-14,96741,50304,cash,1,95.66,30.34,specialty
2017-07-11,75696,75775,cash,3,550.33,298.61,specialty
2017-07-14,75631,27578,paypal,1,458.31,269.8,emergency
2017-10-15,51978,82560,credit card,3,658.88,330.44,emergency
2017-06-14,79528,78934,cash,1,586.96,264.75,specialty
2017-08-15,80977,15847,paypal,3,207.94,84.67,emergency
2017-08-25,19699,18541,paypal,1,393.71,128.61,emergency
2017-06-29,7003,7234,credit card,3,351.14,171.11,specialty
2017-10-16,4567,34413,credit card,2,29.8,15.34,emergency
2017-04-15,90007,13013,paypal,1,373.37,123.44,specialty
2017-10-29,52661,34082,cash,2,40.67,12.21,specialty
2017-06-24,24205,76290,cash,1,692.84,382.05,emergency
2017-07-29,30596,28088,paypal,2,697.08,386.5,specialty
2017-04-06,13582,54910,cash,1,312.72,184.77,specialty
2017-06-20,67477,85702,paypal,3,326.84,168.31,emergency
2017-02-20,5094,34719,credit card,3,176.03,76.99,emergency
2017-03-19,62608,85702,cash,1,326.84,168.31,emergency
2017-12-14,12211,87212,paypal,1,694.73,364.1,specialty
2017-08-30,29090,55593,credit card,1,73.52,35.49,emergency
2017-03-08,62416,37524,cash,3,448.03,177.37,emergency
2017-12-12,26120,70159,cash,2,905.96,345.4,emergency
2017-04-30,75696,25426,cash,1,146.15,75.92,emergency
2017-08-16,72885,8403,paypal,1,560.74,234.89,emergency
2017-10-25,19699,34719,cash,2,176.03,76.99,emergency
2017-03-21,48368,86205,cash,2,284.07,132.35,emergency
2017-05-10,86736,37269,paypal,2,93.61,50.52,emergency
2017-12-25,17856,27578,credit card,3,458.31,269.8,emergency
2017-06-06,19504,34413,paypal,2,29.8,15.34,emergency
2017-05-21,67473,34082,paypal,3,40.67,12.21,specialty
2017-06-14,20884,27188,credit card,3,574.61,339.91,emergency
2017-07-07,91370,34082,credit card,1,40.67,12.21,specialty
2017-12-22,20974,85702,cash,3,326.84,168.31,emergency
2017-09-14,64388,37524,credit card,1,448.03,177.37,emergency
2017-07-04,27453,37269,paypal,2,93.61,50.52,emergency
2017-11-14,67671,43446,credit card,1,879.47,-99,emergency
2017-05-12,19296,29552,cash,3,319.41,124.27,emergency
2017-01-28,40847,25426,credit card,1,146.15,75.92,emergency
2017-05-25,81337,28088,paypal,3,697.08,386.5,specialty
2017-04-01,29260,76290,paypal,2,692.84,382.05,emergency
2017-06-02,2719,91230,cash,3,703.77,408.07,emergency
2017-02-26,31188,42029,credit card,1,920.94,543.9,emergency
2017-01-22,6383,24221,paypal,3,933.45,291.74,specialty
2017-01-19,4682,13013,credit card,3,373.37,123.44,specialty
2017-12-05,39151,87212,credit card,2,694.73,364.1,specialty
2017-03-01,64388,9072,paypal,3,97.04,43.04,emergency
2017-04-14,52095,22538,credit card,1,445.45,182.46,specialty
2017-12-06,16298,61070,credit card,3,942.04,496.72,specialty
2017-12-24,52073,89266,paypal,1,786.91,339.3,specialty
2017-08-11,69578,32738,cash,2,343.38,105.14,emergency
2017-10-03,6295,40784,cash,2,125.79,47.53,specialty
2017-03-19,29809,89266,paypal,1,786.91,339.3,specialty
2017-03-21,13508,32310,credit card,3,451.42,139.76,emergency
2017-04-10,18796,18541,cash,1,393.71,128.61,emergency
2017-07-22,48369,29656,cash,2,76.76,45.74,emergency
2017-02-16,84115,62077,credit card,3,704.49,246.24,specialty
2017-09-17,91650,91230,cash,1,703.77,408.07,emergency
2017-05-26,18582,96001,credit card,2,635.86,320.37,specialty
2017-01-14,5094,85702,credit card,1,326.84,168.31,emergency
2017-05-20,45032,72114,credit card,2,257.33,96.49,specialty
2017-04-17,9411,89266,paypal,1,786.91,339.3,specialty
2017-02-10,29894,42029,credit card,1,920.94,543.9,emergency
2017-04-11,68259,27188,paypal,1,574.61,339.91,emergency
2017-01-02,57691,11138,cash,1,17.45,10.41,emergency
2017-06-15,80017,89266,cash,3,786.91,339.3,specialty
2017-02-16,73164,76290,credit card,3,692.84,382.05,emergency
2017-02-13,93156,10130,paypal,3,767.88,417.93,specialty
2017-11-10,83782,34413,credit card,3,29.8,15.34,emergency
2017-02-04,81638,9072,credit card,1,97.04,43.04,emergency
2017-08-31,91792,51943,cash,1,652.13,376.21,specialty
2017-08-06,92782,60230,paypal,1,237.78,96.54,specialty
2017-05-27,40247,27578,cash,1,458.31,269.8,emergency
2017-09-21,71221,87212,paypal,2,694.73,364.1,specialty
2017-09-18,6709,27188,paypal,1,574.61,339.91,emergency
2017-04-21,31647,81165,credit card,1,700.72,387.72,emergency
2017-10-04,85894,29656,credit card,3,76.76,45.74,emergency
2017-06-19,51978,91230,paypal,3,703.77,408.07,emergency
2017-11-19,14372,43446,paypal,2,879.47,-99,emergency
2017-03-16,76472,47613,credit card,3,289.03,114.52,specialty
2017-10-11,45057,37524,credit card,2,448.03,177.37,emergency
2017-03-13,17695,16224,cash,3,85.77,36.61,specialty
2017-03-17,97218,87212,paypal,1,694.73,364.1,specialty
2017-09-29,31747,75775,cash,1,550.33,298.61,specialty
2017-11-30,24735,72230,paypal,3,465.78,174.91,emergency
2017-05-06,44479,79954,paypal,1,106.01,47.34,emergency
2017-07-28,3802,51943,credit card,1,652.13,376.21,specialty
2017-06-22,39188,60974,credit card,2,866.72,290.78,specialty
2017-11-07,6600,11138,paypal,3,17.45,10.41,emergency
2017-10-02,67178,2002,paypal,3,799.99,407.3,emergency
2017-10-07,70943,42029,cash,2,920.94,543.9,emergency
2017-12-18,38985,17731,paypal,3,719.5,404.38,specialty
2017-04-01,88364,47613,cash,2,289.03,114.52,specialty
2017-11-01,43450,50304,credit card,3,95.66,30.34,specialty
2017-02-06,26969,70159,credit card,2,905.96,345.4,emergency
2017-12-06,84839,81165,cash,3,700.72,387.72,emergency
2017-12-20,33752,88698,cash,3,29.54,10.35,specialty
2017-07-03,79350,28088,cash,1,697.08,386.5,specialty
2017-04-18,22015,8632,paypal,1,561.63,270.51,emergency
2017-09-27,64292,7234,credit card,2,351.14,171.11,specialty
2017-06-09,39151,34719,paypal,3,176.03,76.99,emergency
2017-07-28,92252,72230,credit card,1,465.78,174.91,emergency
2017-04-20,39248,17731,credit card,1,719.5,404.38,specialty
2017-06-16,43302,8403,paypal,1,560.74,234.89,emergency
2017-10-12,29260,99445,paypal,1,74.29,28.26,specialty
2017-08-07,57425,42029,credit card,1,920.94,543.9,emergency
2017-01-21,50789,17731,credit card,1,719.5,404.38,specialty
2017-09-18,13926,86064,credit card,3,589.82,185,emergency
2017-01-23,73955,29552,cash,2,319.41,124.27,emergency
2017-07-13,97177,25426,cash,1,146.15,75.92,emergency
2017-12-03,13639,81136,cash,3,45.9,23.98,emergency
2017-09-23,48369,47613,cash,1,289.03,114.52,specialty
2017-04-16,73955,72114,paypal,2,257.33,96.49,specialty
2017-04-09,57868,2002,credit card,3,799.99,407.3,emergency
2017-11-25,83882,86205,cash,1,284.07,132.35,emergency
2017-05-04,99450,51943,cash,1,652.13,376.21,specialty
2017-04-07,3076,55593,credit card,1,73.52,35.49,emergency
2017-09-17,86736,24221,credit card,2,933.45,291.74,specialty
2017-08-01,21997,27410,cash,3,240.23,84.42,specialty
2017-04-25,15477,27410,cash,2,240.23,84.42,specialty
2017-06-04,56554,60230,cash,3,237.78,96.54,specialty
2017-09-28,65695,62077,credit card,1,704.49,246.24,specialty
2017-09-19,20884,79954,credit card,2,106.01,47.34,emergency
2017-03-25,84186,50304,credit card,2,95.66,30.34,specialty
2017-01-08,58797,60230,cash,2,237.78,96.54,specialty
2017-03-31,66759,86064,paypal,3,589.82,185,emergency
2017-11-27,24218,37524,cash,1,448.03,177.37,emergency
2017-06-24,75092,40784,credit card,2,125.79,47.53,specialty
2017-03-08,5795,27578,credit card,1,458.31,269.8,emergency
2017-10-18,24857,88698,cash,2,29.54,10.35,specialty
2017-09-08,9372,24221,credit card,3,933.45,291.74,specialty
2017-03-10,59989,29552,paypal,1,319.41,124.27,emergency
2017-04-18,87539,47613,credit card,3,289.03,114.52,specialty
2017-12-28,46882,72114,cash,3,257.33,96.49,specialty
2017-04-14,15149,72114,cash,1,257.33,96.49,specialty
2017-08-25,48369,61070,credit card,3,942.04,496.72,specialty
2017-02-02,89871,32738,credit card,2,343.38,105.14,emergency
2017-03-21,69281,15918,cash,1,175.76,87.34,specialty
2017-07-24,75696,61070,credit card,1,942.04,496.72,specialty
2017-06-07,42230,96506,credit card,1,262.78,100.68,emergency
2017-01-07,92556,15918,paypal,1,175.76,87.34,specialty
2017-06-27,46822,8403,paypal,1,560.74,234.89,emergency
2017-06-04,27453,15918,paypal,3,175.76,87.34,specialty
2017-04-28,51979,75593,cash,1,23.5,10.06,specialty
2017-05-16,51374,82560,cash,2,658.88,330.44,emergency
2017-05-27,29227,11138,credit card,2,17.45,10.41,emergency
2017-02-14,40695,54910,cash,1,312.72,184.77,specialty
2017-11-29,32689,2002,paypal,1,799.99,407.3,emergency
2017-02-13,89871,37269,credit card,2,93.61,50.52,emergency
2017-06-05,32359,25426,paypal,3,146.15,75.92,emergency
2017-09-27,17839,27188,credit card,2,574.61,339.91,emergency
2017-10-23,52254,91230,credit card,3,703.77,408.07,emergency
2017-09-28,69065,42029,paypal,1,920.94,543.9,emergency
2017-04-01,39188,43446,credit card,2,879.47,-99,emergency
2017-01-30,44479,89266,credit card,1,786.91,339.3,specialty
2017-10-07,73501,55593,cash,2,73.52,35.49,emergency
2017-04-20,86266,86064,cash,2,589.82,185,emergency
2017-11-30,55742,17731,cash,1,719.5,404.38,specialty
2017-06-13,59690,51943,credit card,1,652.13,376.21,specialty
2017-08-26,29260,15847,cash,1,207.94,84.67,emergency
2017-03-15,6543,32310,credit card,3,451.42,139.76,emergency
2017-12-16,98162,16224,credit card,3,85.77,36.61,specialty
2017-03-21,15844,22538,paypal,1,445.45,182.46,specialty
2017-02-04,3415,81136,paypal,1,45.9,23.98,emergency
2017-10-14,58443,43446,cash,3,879.47,-99,emergency
2017-01-28,39751,54910,credit card,2,312.72,184.77,specialty
2017-10-30,70943,75775,cash,3,550.33,298.61,specialty
2017-02-11,39322,87212,credit card,1,694.73,364.1,specialty
2017-11-25,29909,91230,credit card,2,703.77,408.07,emergency
2017-01-02,15037,50304,credit card,2,95.66,30.34,specialty
2017-01-23,81160,51943,credit card,2,652.13,376.21,specialty
2017-08-09,92782,54910,paypal,2,312.72,184.77,specialty
2017-10-27,80844,32738,paypal,1,343.38,105.14,emergency
2017-08-01,19699,37269,cash,2,93.61,50.52,emergency
2017-10-01,69014,70159,paypal,1,905.96,345.4,emergency
